id_student,gender,region,highest_education,imd_band,age_band,studied_credits,disability,final_result,score,sum_click,retry_count
282785,0,2,2,6,0,60,0,1,77.33333333333333,2.0,1
604498,0,12,3,4,0,30,0,0,77.33333333333333,3.0,0
366987,1,12,0,3,0,60,0,0,77.33333333333333,2.0,0
353018,1,8,1,9,0,60,0,0,77.33333333333333,4.0,0
430806,1,7,1,6,1,70,0,0,77.33333333333333,2.0,1
677947,1,0,0,9,0,60,1,0,77.33333333333333,5.0,0
568132,1,4,0,5,0,60,0,0,77.33333333333333,4.0,0
588842,1,3,0,4,0,120,0,0,77.33333333333333,3.0,0
534892,1,2,0,5,0,90,0,0,77.33333333333333,4.0,0
508388,1,0,0,2,0,60,0,0,77.33333333333333,4.0,0
2232976,0,10,0,5,0,60,1,1,77.33333333333333,2.0,0
130992,1,8,0,9,0,60,0,0,77.33333333333333,4.0,0
651950,1,5,2,2,0,60,0,0,77.33333333333333,3.0,0
597740,1,9,2,9,0,60,0,0,77.33333333333333,3.0,0
596570,1,6,0,9,0,60,0,0,77.33333333333333,2.0,0
536963,0,8,0,7,1,180,0,0,77.33333333333333,5.0,0
632506,1,8,2,9,0,60,0,0,77.33333333333333,7.0,0
2542645,1,9,0,3,0,30,0,0,77.33333333333333,3.0,0
686399,1,11,2,2,0,120,0,0,77.33333333333333,1.0,0
574207,1,3,2,1,0,120,0,0,77.33333333333333,4.0,0
698656,0,5,0,8,0,120,0,0,77.33333333333333,4.0,0
603529,1,6,0,6,0,90,0,0,77.33333333333333,5.0,0
557811,1,1,0,1,0,90,0,0,77.33333333333333,5.0,0
558801,1,10,2,6,1,60,0,0,77.33333333333333,4.0,0
606903,0,7,1,7,1,60,0,0,77.33333333333333,4.0,0
596214,0,3,2,9,0,30,0,0,77.33333333333333,2.0,0
618663,0,11,0,3,0,60,0,0,77.33333333333333,8.0,0
652801,0,10,2,3,1,60,1,1,77.33333333333333,3.0,0
173335,0,5,2,5,0,60,0,0,77.33333333333333,2.0,1
573549,1,3,2,5,0,120,0,0,77.33333333333333,4.0,0
535833,0,9,2,3,0,60,0,0,77.36363636363636,2.0,0
2472033,1,1,0,8,1,210,0,0,77.36363636363636,4.0,1
694456,1,8,1,8,0,60,0,0,77.36363636363636,4.0,0
74521,1,4,1,1,1,120,0,0,77.36363636363636,4.0,0
25107,0,0,2,3,0,120,0,0,77.36363636363636,4.0,0
559389,0,8,2,9,0,60,0,0,77.36363636363636,3.0,0
475095,1,9,0,3,0,60,0,0,77.375,2.0,0
695270,1,9,0,2,0,120,0,0,77.375,3.0,0
522654,1,5,1,6,0,60,0,0,77.38461538461539,2.0,0
598662,0,6,0,10,0,60,0,0,77.38461538461539,3.0,0
690089,0,2,2,2,1,60,0,0,77.4,3.0,0
698509,0,10,1,4,1,120,0,0,77.4,3.0,0
675042,0,12,3,1,0,60,0,0,77.4,3.0,0
565653,1,0,0,5,0,90,0,1,77.4,4.0,0
409100,1,7,1,9,1,60,0,0,77.4,3.0,0
1547646,0,12,0,9,1,60,0,0,77.4,3.0,0
596288,0,6,1,8,0,120,0,0,77.4,2.0,0
649336,1,9,0,5,0,60,0,1,77.4,3.0,0
1801641,1,6,0,4,1,60,0,0,77.4,3.0,0
629936,1,5,2,1,0,60,0,0,77.4,7.0,0
1799111,1,6,0,7,1,60,0,0,77.4,2.0,0
683935,0,6,0,6,0,60,0,0,77.4,3.0,0
693141,0,0,0,3,0,60,0,0,77.4,2.0,0
655342,0,12,0,1,1,60,0,0,77.4,4.0,0
351328,0,4,2,1,0,60,0,1,77.4,4.0,0
242793,1,3,1,3,1,60,0,0,77.4,2.0,0
599737,0,6,1,7,0,60,0,0,77.4,2.0,0
495320,1,11,2,3,0,60,0,0,77.4,3.0,0
610340,0,10,2,3,1,60,0,0,77.4,3.0,0
615148,0,11,1,7,0,120,0,1,77.4,2.0,0
687402,0,10,0,4,1,60,0,0,77.4,4.0,0
695247,0,2,0,5,1,60,0,0,77.4,6.0,0
656481,0,2,0,5,1,60,0,0,77.4,4.0,0
632947,1,7,2,2,0,120,0,0,77.41666666666667,4.0,0
628910,1,3,0,7,0,30,0,0,77.41666666666667,3.0,0
597662,0,0,0,7,1,90,0,0,77.41666666666667,5.0,0
632698,1,11,2,8,0,60,0,0,77.41666666666667,4.0,0
540800,1,12,0,1,0,90,1,0,77.41666666666667,4.0,0
391822,1,8,2,8,0,60,0,0,77.41666666666667,3.0,0
592370,1,6,1,2,1,60,0,0,77.41666666666667,4.0,0
541921,1,7,1,5,1,120,0,0,77.41666666666667,4.0,1
644025,0,1,0,10,0,120,0,0,77.41666666666667,3.0,0
504076,0,11,2,3,0,120,0,0,77.41666666666667,5.0,0
683352,1,12,2,2,1,60,0,0,77.41666666666667,3.0,0
637358,1,10,2,3,0,120,0,0,77.41666666666667,4.0,0
502249,1,0,0,5,0,60,1,0,77.41666666666667,3.0,1
155298,1,8,0,10,0,60,0,0,77.42857142857143,2.0,0
633591,0,11,0,1,0,60,0,0,77.42857142857143,2.0,0
577464,1,8,0,10,0,60,1,0,77.42857142857143,2.0,0
110524,1,2,2,6,1,60,0,0,77.42857142857143,2.0,0
508859,0,4,0,6,0,60,0,0,77.42857142857143,3.0,0
623575,0,8,2,6,1,30,0,0,77.42857142857143,2.0,0
587002,0,5,2,1,0,60,0,0,77.42857142857143,3.0,0
653711,1,1,2,6,0,60,0,0,77.42857142857143,2.0,0
598962,1,7,0,9,0,120,0,1,77.42857142857143,3.0,0
618621,0,4,2,8,1,30,0,0,77.42857142857143,2.0,0
417096,0,7,2,7,1,30,0,0,77.44444444444444,3.0,0
698163,0,5,0,1,0,30,0,0,77.44444444444444,2.0,0
599529,1,9,0,3,0,30,0,0,77.44444444444444,3.0,0
518862,1,0,0,4,0,60,0,0,77.44444444444444,3.0,0
592776,1,12,0,9,0,60,0,0,77.44444444444444,3.0,0
94616,0,8,2,9,0,60,0,0,77.44444444444444,1.0,1
410699,1,12,1,9,0,30,0,0,77.44444444444444,2.0,0
1796402,0,6,0,3,1,60,0,0,77.45454545454545,5.0,0
596144,0,0,0,5,0,90,0,0,77.45454545454545,2.0,0
630260,1,7,2,8,0,60,0,0,77.45454545454545,2.0,0
130013,0,0,0,3,0,60,1,0,77.45454545454545,2.0,0
579571,0,12,2,1,0,60,0,0,77.45454545454545,2.0,0
514776,0,6,2,5,0,60,1,0,77.45454545454545,2.0,1
631613,0,3,2,5,1,60,0,0,77.45454545454545,3.0,0
588642,0,3,0,1,0,120,0,0,77.45454545454545,2.0,0
504014,0,10,2,6,1,120,0,0,77.5,19.0,0
1836988,1,6,1,1,0,90,0,1,77.5,3.0,0
1620151,1,8,1,10,1,60,0,0,77.5,4.0,0
546394,1,10,1,1,0,120,0,1,77.5,3.0,1
692647,0,10,2,5,0,90,0,1,77.5,2.0,0
532862,0,7,2,7,1,60,0,0,77.5,3.0,0
2264282,0,1,2,3,1,30,0,1,77.5,2.0,0
617436,1,0,2,4,0,90,0,1,77.5,3.0,0
613928,0,5,2,3,0,60,0,0,77.5,5.0,0
599651,1,7,2,7,0,60,0,0,77.5,3.0,0
364666,0,6,2,6,0,60,0,0,77.5,2.0,1
371169,1,0,2,1,0,60,0,1,77.5,3.0,0
601579,0,7,0,9,0,90,0,0,77.5,1.0,0
695432,1,8,0,10,0,180,0,0,77.5,2.0,0
589048,0,9,2,2,0,30,0,0,77.5,3.0,0
604204,0,2,2,3,1,60,0,0,77.5,2.0,0
633818,0,6,2,1,0,30,0,0,77.5,3.0,0
335922,1,4,0,3,0,60,0,1,77.5,2.0,1
29769,1,1,0,5,0,60,0,0,77.5,3.0,1
550123,1,11,2,9,1,60,0,0,77.5,5.0,0
371247,1,1,1,9,1,120,0,0,77.5,3.0,1
571382,1,5,0,1,0,60,0,1,77.5,2.0,0
652576,1,10,1,3,0,120,0,0,77.5,3.0,0
653541,0,11,0,4,0,120,0,1,77.5,2.0,0
582184,0,5,2,6,0,120,0,1,77.5,2.0,0
628511,0,5,0,3,0,60,0,0,77.5,2.0,0
618734,0,1,2,3,0,120,0,1,77.5,3.0,0
586784,0,0,0,4,0,120,1,0,77.5,4.0,0
388549,0,10,0,1,0,60,0,0,77.5,2.0,1
606052,0,5,2,4,1,30,1,0,77.5,2.0,0
579086,0,12,0,7,0,90,0,0,77.5,3.0,0
688144,0,6,0,1,0,60,1,1,77.5,1.0,0
2288454,1,1,2,10,0,120,0,0,77.5,4.0,1
169380,1,1,0,6,1,60,0,0,77.5,2.0,0
2338422,1,6,0,4,1,60,0,0,77.5,4.0,0
650533,1,1,0,4,1,30,0,0,77.5,4.0,0
1969985,0,3,2,2,1,30,1,0,77.5,3.0,0
444403,1,10,0,3,1,30,0,0,77.5,3.0,0
593017,0,0,0,6,0,30,0,0,77.5,2.0,0
600908,0,5,2,1,0,90,0,0,77.5,3.0,0
601199,0,12,2,1,0,30,0,0,77.5,3.0,0
526549,1,8,0,8,0,180,0,0,77.5,3.0,1
550604,0,6,1,3,1,60,0,0,77.5,2.0,0
554551,0,7,2,6,0,60,0,0,77.5,3.0,0
634247,0,0,0,6,0,60,0,0,77.5,2.0,0
611182,0,5,2,4,0,60,0,0,77.5,1.0,0
561810,1,0,0,8,0,60,0,0,77.5,3.0,0
649095,0,3,0,3,1,30,0,0,77.5,5.0,0
586158,0,11,2,2,0,30,0,0,77.5,3.0,0
548602,1,8,0,7,0,60,0,0,77.52173913043478,2.0,0
530736,1,8,1,10,0,180,0,0,77.54545454545455,4.0,1
285170,1,3,0,2,1,60,0,0,77.54545454545455,13.0,0
383241,0,6,1,7,0,75,0,0,77.54545454545455,2.0,0
600370,0,9,1,8,0,120,0,0,77.54545454545455,2.0,0
582394,0,10,0,6,1,75,0,0,77.54545454545455,2.0,0
518970,1,5,0,2,0,120,0,0,77.55555555555556,3.0,1
695951,0,10,2,5,0,90,1,0,77.55555555555556,3.0,0
631663,0,3,0,4,0,60,0,0,77.55555555555556,4.0,1
565993,0,0,2,6,0,30,0,0,77.55555555555556,3.0,0
369986,0,10,1,10,1,120,0,0,77.55555555555556,2.0,1
259060,0,4,2,2,0,60,0,0,77.57142857142857,2.0,0
613728,0,11,0,8,1,30,0,0,77.57142857142857,6.0,0
691519,0,12,2,2,1,30,0,0,77.57142857142857,2.0,0
605876,1,5,0,3,0,60,0,0,77.57142857142857,3.0,0
681447,0,5,2,3,1,30,0,0,77.57142857142857,3.0,0
570896,1,11,0,4,0,120,0,0,77.57142857142857,2.0,0
628717,1,3,0,4,0,180,0,1,77.57142857142857,3.0,0
586660,0,8,2,8,1,30,0,0,77.57142857142857,4.0,0
593103,1,5,0,3,0,120,0,0,77.57142857142857,2.0,0
488575,1,6,2,3,0,60,0,1,77.57142857142857,2.0,0
615229,1,12,0,1,0,60,1,0,77.58333333333333,4.0,0
2643574,1,3,1,6,1,90,0,0,77.58333333333333,4.0,1
591525,1,7,0,8,1,120,0,0,77.58333333333333,3.0,0
608231,1,8,1,10,1,120,0,0,77.58333333333333,4.0,0
413180,1,3,0,7,0,120,0,0,77.58333333333333,5.0,1
422061,1,8,1,10,0,90,0,0,77.58333333333333,4.0,0
540577,1,9,0,9,0,120,0,0,77.58333333333333,4.0,0
467582,1,8,0,10,0,210,0,0,77.58333333333333,4.0,1
313243,1,10,0,9,0,75,0,0,77.58333333333333,4.0,0
630109,1,3,0,2,0,60,0,0,77.58333333333333,4.0,1
643354,0,10,0,5,0,60,0,0,77.6,4.0,0
370184,0,9,0,6,0,60,0,0,77.6,1.0,0
561068,1,7,2,6,0,60,0,0,77.6,2.0,0
28061,1,12,2,5,1,60,0,0,77.6,2.0,0
623519,0,2,0,10,0,60,0,0,77.6,4.0,1
294655,1,10,0,8,1,60,0,0,77.6,4.0,0
113295,1,12,2,7,1,60,0,0,77.6,3.0,0
571223,0,0,2,4,0,60,0,0,77.6,3.0,0
674495,0,6,0,2,0,60,0,0,77.6,3.0,0
678025,0,7,2,6,0,60,0,0,77.6,3.0,0
676898,0,9,0,8,0,120,0,0,77.6,3.0,0
696616,0,7,1,8,1,120,0,0,77.6,3.0,0
580412,0,4,2,3,0,120,0,1,77.6,2.0,0
2412967,0,8,0,9,1,60,0,0,77.6,3.0,0
85144,1,6,0,6,1,60,0,0,77.6,2.0,0
512911,0,12,2,1,0,120,0,0,77.6,2.0,0
646836,1,2,0,8,0,120,0,0,77.6,2.0,0
2464963,0,12,0,9,1,60,0,0,77.6,2.0,0
2648611,0,7,0,3,1,60,0,0,77.6,2.0,0
643208,0,9,2,8,1,60,0,0,77.6,4.0,0
608292,1,7,0,10,1,30,0,0,77.625,4.0,0
466289,1,2,2,7,0,30,0,0,77.625,4.0,0
500836,1,11,0,5,0,240,1,0,77.625,2.0,1
698598,0,6,1,1,0,120,0,1,77.625,3.0,0
466202,0,10,2,5,0,60,0,0,77.63636363636364,2.0,1
2591974,0,5,1,8,1,120,0,0,77.63636363636364,1.0,0
561061,0,12,0,5,0,120,0,0,77.63636363636364,2.0,0
613173,0,6,0,7,1,60,0,0,77.63636363636364,3.0,0
1770733,0,10,1,6,1,120,0,0,77.63636363636364,2.0,0
588208,0,7,0,5,0,60,0,0,77.66666666666667,2.0,0
588293,1,11,2,3,1,60,0,0,77.66666666666667,2.0,0
632258,0,3,0,4,1,60,0,0,77.66666666666667,5.0,0
356705,0,7,1,3,1,150,0,1,77.66666666666667,3.0,0
618412,1,6,0,4,0,60,0,0,77.66666666666667,3.0,0
290252,1,12,1,6,0,60,0,1,77.66666666666667,5.0,0
2641156,1,5,0,4,0,120,0,0,77.66666666666667,2.0,0
340242,0,1,2,7,0,30,0,0,77.66666666666667,2.0,0
2173721,0,6,2,2,0,90,0,0,77.66666666666667,3.0,1
556302,1,12,2,8,0,60,0,0,77.66666666666667,3.0,0
565002,0,0,2,4,1,30,0,0,77.66666666666667,4.0,0
629779,1,9,2,6,0,30,0,0,77.66666666666667,2.0,0
582591,0,5,2,1,0,120,0,0,77.66666666666667,6.0,0
150282,1,2,0,9,0,60,0,0,77.66666666666667,3.0,0
698198,0,10,2,3,1,60,0,0,77.66666666666667,3.0,0
2141085,0,8,2,10,0,90,0,0,77.66666666666667,5.0,0
596368,1,5,2,3,0,60,0,0,77.66666666666667,3.0,0
544930,1,8,0,6,0,60,0,1,77.66666666666667,3.0,0
342483,1,6,0,1,0,90,0,1,77.66666666666667,2.0,0
685597,1,6,2,2,0,90,0,0,77.66666666666667,4.0,0
379278,1,6,1,5,0,60,0,0,77.66666666666667,5.0,0
687503,0,9,2,4,1,120,0,0,77.66666666666667,3.0,0
687115,1,9,0,5,0,120,0,0,77.66666666666667,4.0,0
498320,0,6,0,9,0,70,1,0,77.66666666666667,3.0,0
653495,0,12,2,3,1,30,0,0,77.66666666666667,4.0,0
1521687,0,8,1,8,1,120,0,0,77.66666666666667,2.0,0
632547,0,0,0,8,0,120,0,0,77.66666666666667,2.0,0
656165,1,12,0,2,0,60,0,0,77.66666666666667,5.0,0
357219,0,3,0,6,0,120,0,0,77.66666666666667,4.0,1
242858,1,1,0,3,0,60,0,0,77.6923076923077,3.0,0
519387,0,3,0,4,0,60,0,0,77.7,3.0,0
264744,0,11,0,10,0,120,0,0,77.7,2.0,0
2001687,0,8,0,5,1,60,1,0,77.7,2.0,0
608909,0,0,0,9,0,60,0,0,77.71428571428571,3.0,0
682897,0,0,0,3,0,120,0,0,77.71428571428571,1.0,0
38234,0,1,0,7,0,60,0,0,77.71428571428571,2.0,0
618845,0,1,0,5,0,60,0,0,77.71428571428571,2.0,0
605488,0,6,0,9,0,120,0,0,77.71428571428571,1.0,0
1173473,1,8,2,8,2,60,0,0,77.71428571428571,2.0,0
473129,0,12,0,4,0,120,0,0,77.71428571428571,1.0,1
532116,0,8,0,7,0,60,0,0,77.71428571428571,2.0,0
234552,0,5,2,3,0,120,0,0,77.71428571428571,2.0,0
644229,1,7,0,6,0,120,0,0,77.71428571428571,2.0,0
678203,1,12,2,6,0,120,0,0,77.72222222222223,4.0,0
398084,0,3,2,2,0,60,0,0,77.72727272727273,3.0,0
633646,0,8,0,4,1,60,0,0,77.72727272727273,2.0,0
551080,0,0,0,3,0,60,0,0,77.72727272727273,4.0,0
611348,0,3,1,3,0,90,0,0,77.72727272727273,3.0,0
496041,0,11,2,7,0,120,0,0,77.72727272727273,2.0,1
628287,0,1,0,7,1,60,0,0,77.72727272727273,2.0,0
73489,0,8,1,9,0,120,0,0,77.72727272727273,3.0,0
483858,0,6,0,8,0,60,0,0,77.72727272727273,3.0,0
354984,0,9,0,6,0,90,0,0,77.72727272727273,3.0,0
617534,0,1,2,7,1,60,1,0,77.75,4.0,0
418900,1,4,0,3,0,180,0,0,77.75,4.0,0
683492,1,10,2,5,1,60,0,0,77.75,4.0,0
238144,0,10,0,5,1,60,0,0,77.75,3.0,1
697428,1,1,2,8,1,60,0,0,77.75,2.0,0
630105,1,6,2,9,0,90,0,0,77.75,3.0,0
586935,1,6,1,6,0,90,0,0,77.75,4.0,0
593487,1,6,1,5,0,60,0,0,77.75,4.0,0
556231,0,3,0,4,0,30,0,0,77.75,5.0,0
648422,1,8,2,9,1,60,0,0,77.75,3.0,0
610672,1,0,0,10,0,60,0,0,77.75,3.0,0
465430,1,9,0,3,0,60,0,0,77.75,4.0,0
677582,1,10,0,1,0,120,0,1,77.75,3.0,0
397470,1,11,0,1,0,60,0,0,77.75,4.0,0
536455,1,0,0,6,0,120,0,0,77.75,6.0,0
158831,1,3,0,5,0,60,0,0,77.75,3.0,0
561192,1,11,2,3,0,90,0,0,77.75,5.0,0
379210,1,3,0,1,0,60,0,0,77.75,2.0,0
543643,0,8,0,3,0,60,1,0,77.75,11.0,0
585852,1,9,2,7,0,60,0,0,77.75,3.0,0
607668,0,10,0,10,0,120,0,0,77.75,3.0,0
630966,1,5,0,3,0,60,0,0,77.75,6.0,0
695919,1,6,0,7,0,30,0,0,77.75,6.0,0
599542,1,6,2,2,0,90,0,0,77.75,4.0,0
544615,0,7,0,6,0,30,0,0,77.77777777777777,2.0,0
1977701,0,8,2,6,1,30,0,0,77.77777777777777,2.0,0
612621,0,0,2,10,1,30,0,0,77.77777777777777,3.0,0
508573,0,9,2,4,1,60,0,0,77.77777777777777,4.0,1
598421,0,9,1,3,0,30,0,0,77.77777777777777,3.0,0
620257,0,1,2,10,0,60,0,0,77.77777777777777,2.0,0
138920,0,10,2,1,0,60,0,0,77.8,2.0,1
534750,1,1,0,9,0,120,0,0,77.8,4.0,0
647762,0,7,2,10,1,60,0,0,77.8,4.0,0
418077,0,6,1,5,0,60,0,0,77.8,3.0,0
502767,0,7,0,3,1,60,0,0,77.8,3.0,0
613791,0,6,0,2,0,60,0,1,77.8,2.0,0
594395,1,7,0,4,0,60,0,1,77.8,3.0,0
593444,0,2,2,4,0,60,0,0,77.8,2.0,0
613355,1,10,0,7,1,60,0,0,77.8,2.0,0
640425,0,11,0,6,0,60,0,0,77.8,3.0,0
306478,0,2,2,9,0,60,0,0,77.8,3.0,0
421455,0,4,0,6,0,60,0,0,77.8,2.0,0
686584,0,5,0,10,0,120,1,0,77.8125,2.0,0
629103,0,0,0,9,0,60,0,0,77.81818181818181,2.0,0
579762,0,1,1,9,1,60,0,0,77.81818181818181,2.0,0
634286,0,3,1,3,0,60,0,0,77.81818181818181,2.0,0
629993,1,8,2,8,0,60,0,0,77.83333333333333,3.0,0
544593,1,2,0,2,1,120,0,0,77.83333333333333,3.0,0
440499,1,3,1,4,2,60,0,0,77.83333333333333,2.0,0
2624028,1,0,2,4,1,60,0,0,77.83333333333333,5.0,0
2172709,1,11,0,2,1,60,0,0,77.83333333333333,1.0,0
489410,0,11,2,9,0,120,0,0,77.83333333333333,2.0,0
417184,1,8,0,2,1,60,0,0,77.83333333333333,5.0,0
617751,1,6,1,2,0,60,0,0,77.83333333333333,3.0,0
370735,1,8,2,10,0,60,0,0,77.83333333333333,4.0,0
555250,1,11,2,2,0,150,0,0,77.83333333333333,4.0,0
391891,1,6,1,4,0,60,0,0,77.83333333333333,4.0,0
548521,0,1,2,3,0,60,0,0,77.83333333333333,4.0,0
612842,0,1,0,8,1,60,0,0,77.83333333333333,4.0,0
360726,1,6,0,3,0,60,0,0,77.83333333333333,4.0,0
623765,0,5,0,6,0,60,0,0,77.83333333333333,4.0,0
2341830,0,6,1,3,0,90,0,0,77.85714285714286,3.0,1
556934,0,12,0,6,0,60,0,0,77.85714285714286,2.0,0
296993,0,12,1,4,0,30,0,0,77.85714285714286,3.0,0
515056,1,9,1,7,0,60,0,0,77.85714285714286,2.0,0
585768,0,3,2,3,0,30,1,0,77.85714285714286,2.0,0
611377,0,0,1,6,0,60,0,0,77.85714285714286,2.0,0
644470,0,0,2,4,1,30,0,0,77.85714285714286,4.0,0
510874,0,5,0,9,1,30,0,0,77.85714285714286,4.0,0
529863,1,10,2,5,0,60,0,0,77.85714285714286,2.0,0
2004143,0,0,2,6,0,30,0,0,77.85714285714286,3.0,0
1483632,1,10,1,3,1,90,0,0,77.875,2.0,0
637280,1,11,2,5,0,30,0,0,77.88888888888889,4.0,0
613616,1,3,2,2,1,30,1,0,77.88888888888889,4.0,0
634589,0,5,0,8,0,30,0,0,77.88888888888889,3.0,0
177817,1,1,1,9,0,120,0,1,77.88888888888889,2.0,0
2614093,1,8,0,9,1,180,0,0,77.88888888888889,2.0,0
633474,1,0,2,10,1,30,0,0,77.88888888888889,3.0,0
481404,1,5,2,1,1,30,1,0,77.88888888888889,2.0,0
1493476,1,10,1,8,1,60,0,0,77.88888888888889,2.0,0
612484,0,2,0,7,1,60,0,0,77.88888888888889,2.0,0
401903,1,10,0,4,0,60,0,0,77.88888888888889,2.0,0
2239848,1,3,2,2,1,60,1,0,77.88888888888889,3.0,0
597882,0,1,0,4,1,150,0,0,77.9,4.0,0
577099,0,11,2,3,1,60,0,0,77.9,2.0,0
2501479,1,6,1,5,1,60,0,0,77.9,2.0,0
123860,0,0,0,8,1,60,1,0,77.9090909090909,2.0,0
629060,0,0,0,7,0,60,0,0,77.9090909090909,2.0,0
240024,1,11,2,1,0,90,0,0,77.9090909090909,4.0,0
580540,0,7,0,2,0,120,1,0,77.9090909090909,1.0,0
1732219,0,6,2,7,1,60,1,0,77.9090909090909,2.0,0
188273,0,0,0,2,0,60,0,0,77.9090909090909,3.0,0
519584,0,8,2,3,0,60,0,0,77.9090909090909,2.0,0
608047,1,6,2,8,1,60,0,0,77.9090909090909,2.0,0
582705,1,12,0,2,0,60,0,0,77.91666666666667,5.0,0
503183,1,0,0,8,0,60,0,0,77.91666666666667,3.0,0
685155,1,5,2,1,0,60,0,0,77.91666666666667,4.0,0
586642,1,3,0,7,0,120,0,0,77.91666666666667,3.0,0
585615,1,9,2,8,1,120,0,0,77.91666666666667,4.0,0
622278,1,8,2,4,0,90,0,0,77.91666666666667,3.0,0
232347,1,8,0,7,0,180,0,0,77.91666666666667,4.0,0
577476,1,2,0,10,0,90,0,0,77.91666666666667,4.0,0
2454653,0,0,2,4,1,150,0,0,77.91666666666667,5.0,0
650108,0,1,0,6,0,120,0,0,77.91666666666667,4.0,0
558121,1,11,0,9,1,60,0,0,77.91666666666667,4.0,1
656996,1,0,2,6,0,60,0,0,77.91666666666667,3.0,0
2379512,1,0,0,3,0,60,0,0,77.91666666666667,4.0,0
528184,0,0,0,7,0,75,0,0,77.92857142857143,2.0,0
572036,1,1,2,3,0,120,0,0,77.95238095238095,4.0,0
288282,1,1,2,3,0,30,0,0,78.0,4.0,0
505403,1,3,0,8,0,60,0,1,78.0,2.0,0
615263,0,7,0,6,0,60,0,1,78.0,1.0,0
613909,0,1,2,7,0,60,0,0,78.0,3.0,0
496091,0,12,2,1,0,60,0,0,78.0,2.0,1
605890,1,10,2,6,0,60,0,0,78.0,1.0,0
583839,1,6,2,7,1,60,0,0,78.0,4.0,0
676459,1,6,2,4,0,60,0,0,78.0,4.0,0
535628,1,2,0,9,0,60,0,0,78.0,3.0,0
174805,0,6,0,2,1,135,0,1,78.0,3.0,0
653988,1,3,3,2,0,120,0,0,78.0,3.0,0
547228,0,2,1,8,0,60,0,0,78.0,4.0,0
567627,0,10,2,7,0,120,0,0,78.0,2.0,0
305386,1,11,0,8,0,120,1,0,78.0,3.0,0
134190,0,6,0,4,0,120,0,1,78.0,3.0,0
335914,0,2,0,3,0,30,0,1,78.0,2.0,0
418325,0,12,2,1,0,60,0,0,78.0,3.0,0
655088,0,0,2,7,0,120,1,1,78.0,3.0,0
102806,1,5,0,4,0,60,0,0,78.0,2.0,0
595915,0,12,2,3,0,240,0,1,78.0,3.0,0
2529279,0,5,1,7,1,60,0,0,78.0,3.0,0
656578,1,6,0,9,0,60,0,0,78.0,3.0,0
611763,1,5,2,4,0,60,0,0,78.0,4.0,0
1679862,1,6,0,9,0,135,1,0,78.0,1.0,0
597378,1,12,2,8,0,60,0,1,78.0,3.0,0
425858,1,3,2,4,0,60,1,0,78.0,5.0,0
474674,0,1,2,4,0,180,0,1,78.0,3.0,0
515426,0,8,0,9,0,60,0,0,78.0,5.0,0
404863,0,6,1,4,0,60,0,0,78.0,3.0,0
589843,1,3,2,4,0,60,0,0,78.0,1.0,0
598282,0,2,2,10,0,60,0,0,78.0,3.0,1
345068,1,0,0,7,0,180,1,0,78.0,2.0,0
558654,0,4,0,2,0,60,0,1,78.0,2.0,0
560670,0,7,2,3,0,90,0,1,78.0,3.0,0
532863,1,9,2,4,0,60,0,0,78.0,2.0,0
1531649,0,6,1,5,1,60,1,1,78.0,2.0,0
683273,1,12,0,1,0,120,1,0,78.0,1.0,0
627280,1,6,0,6,0,90,0,1,78.0,3.0,0
551938,0,4,2,2,0,60,0,0,78.0,2.0,0
577680,0,6,2,9,0,60,0,0,78.0,2.0,0
1715896,1,8,0,9,1,60,0,0,78.0,3.0,0
567880,1,6,2,2,0,90,0,0,78.0,3.0,0
582282,1,6,2,7,0,85,1,1,78.0,2.0,0
55419,1,8,0,10,0,90,0,1,78.0,3.0,0
504062,1,6,1,5,0,90,0,0,78.0,2.0,0
2025589,0,3,1,1,1,60,0,0,78.0,1.0,0
679749,1,6,1,6,0,120,0,1,78.0,2.0,0
2231018,1,5,2,6,1,60,0,0,78.0,2.0,0
576882,0,5,2,1,0,150,0,0,78.0,1.0,0
478337,0,3,2,1,0,90,0,0,78.0,4.0,0
483793,1,8,2,8,0,30,0,0,78.0,3.0,0
627168,1,0,2,7,0,60,0,1,78.0,4.0,0
629303,1,3,0,10,0,120,0,0,78.0,3.0,0
2211630,0,0,0,6,1,60,0,1,78.0,3.0,0
288380,0,9,2,6,0,120,1,0,78.0,1.0,1
535407,0,0,2,8,1,60,0,0,78.0,2.0,0
686797,1,5,0,1,0,60,0,1,78.0,2.0,0
622972,1,3,1,9,1,30,0,0,78.0,2.0,0
630219,1,0,0,10,0,30,0,0,78.0,3.0,0
2433221,0,0,0,7,1,120,1,0,78.0,3.0,0
633990,1,12,0,1,0,30,0,1,78.0,5.0,0
551745,1,7,2,7,1,120,0,0,78.0,3.0,0
577389,1,4,2,5,0,60,0,0,78.0,1.0,0
536038,1,11,0,1,0,120,0,1,78.0,4.0,0
635046,1,8,0,10,0,60,0,0,78.0,2.0,0
643273,1,8,2,9,1,60,0,0,78.0,5.0,0
524384,1,12,2,1,1,60,0,0,78.0,3.0,0
2614777,0,6,1,6,1,60,0,0,78.0,3.0,0
684594,1,0,2,6,1,90,0,1,78.0,2.0,0
597376,0,8,0,3,0,120,1,0,78.0,3.0,0
572156,1,5,0,3,1,60,1,0,78.0,2.0,1
680988,0,7,2,10,1,30,1,1,78.0,2.0,0
543818,1,12,2,7,0,90,0,0,78.0,2.0,0
607407,0,5,0,1,0,120,0,1,78.0,3.0,0
100282,0,10,2,3,0,120,0,1,78.0,2.0,1
